no;dyads;dY;dX;dyad1;dyad2
2453;29-88;0.924250361;1.046359189;29;88
2454;29-89;-0.50300677;0.463563514;29;89
2455;29-90;2.199851503;2.00799033;29;90
2456;29-91;3.458459665;2.455530823;29;91
2457;29-92;2.497351581;1.135097127;29;92
2458;29-93;2.099038809;1.218091313;29;93
2459;29-94;1.324914227;1.72428442;29;94
2460;29-95;-0.024861831;0.138846451;29;95
2461;29-96;2.622965229;0.46762055;29;96
2462;29-97;1.493777828;1.108302018;29;97
2463;29-98;3.18257081;0.87002136;29;98
2464;29-99;2.571533296;2.095108341;29;99
2465;29-100;0.558031806;1.356893404;29;100
2466;30-31;6.278533744;4.217155669;30;31
2467;30-32;1.228944096;2.96191774;30;32
2468;30-33;5.277009609;4.257473394;30;33
2469;30-34;3.289761331;4.084062586;30;34
2470;30-35;2.73758744;2.533776993;30;35
2471;30-36;3.346652088;2.120033605;30;36
2472;30-37;6.433345523;2.981400983;30;37
2473;30-38;3.882271983;3.824226618;30;38
2474;30-39;5.835256737;3.669203165;30;39
2475;30-40;6.046146811;4.920518687;30;40
2476;30-41;5.099953495;4.919024017;30;41
2477;30-42;2.380581397;3.312570507;30;42
2478;30-43;5.055674642;3.315781936;30;43
2479;30-44;3.591053544;3.679158047;30;44
2480;30-45;2.157126569;3.459369967;30;45
2481;30-46;1.952727038;2.856607504;30;46
2482;30-47;4.410766587;3.90999155;30;47
2483;30-48;3.664415184;3.210509225;30;48
2484;30-49;6.55511914;3.229155207;30;49
2485;30-50;1.643830003;1.941678198;30;50
2486;30-51;2.263347718;2.908263111;30;51
2487;30-52;1.170975635;0.700238532;30;52
2488;30-53;3.09017454;2.749997594;30;53
2489;30-54;4.396940062;4.639662353;30;54
2490;30-55;6.501823929;5.674451038;30;55
2491;30-56;4.724264485;3.33558284;30;56
2492;30-57;4.824050121;4.044708867;30;57
2493;30-58;4.424194608;4.039614216;30;58
2494;30-59;4.84872064;3.715087296;30;59
2495;30-60;4.132782597;2.963321582;30;60
2496;30-61;0.53372223;1.079717864;30;61
2497;30-62;4.620929616;3.71583588;30;62
2498;30-63;3.138356552;4.790830835;30;63
2499;30-64;4.387907328;3.576160471;30;64
2500;30-65;6.758464951;4.034851158;30;65
2501;30-66;3.80989398;3.433608844;30;66
2502;30-67;3.577573169;2.878281472;30;67
2503;30-68;5.89448226;4.528471844;30;68
2504;30-69;1.452903858;4.291550712;30;69
2505;30-70;4.009877227;4.233003767;30;70
2506;30-71;4.978610384;3.761971231;30;71
2507;30-72;1.535559486;2.981501949;30;72
2508;30-73;1.873614966;2.162128344;30;73
2509;30-74;3.577612046;4.41772654;30;74
2510;30-75;2.069445948;2.490331576;30;75
2511;30-76;3.699029734;4.009504961;30;76
2512;30-77;7.40163553;3.96170745;30;77
2513;30-78;2.977810963;3.41045773;30;78
2514;30-79;3.833825761;3.23435461;30;79
2515;30-80;3.133436902;3.030105239;30;80
2516;30-81;2.887228796;3.445013996;30;81
2517;30-82;3.042075576;5.888467092;30;82
2518;30-83;6.39240888;4.77020685;30;83
2519;30-84;6.351422803;5.491745431;30;84
2520;30-85;4.031955532;3.314540071;30;85
2521;30-86;3.366005918;4.092266087;30;86
2522;30-87;0.365099325;2.521527836;30;87
2523;30-88;0.80889684;1.386686385;30;88
2524;30-89;2.82855203;2.896609089;30;89
2525;30-90;6.412357475;4.441035904;30;90
2526;30-91;4.665852044;4.888576398;30;91
2527;30-92;2.33076864;1.297948448;30;92
2528;30-93;6.837358695;3.651136888;30;93
2529;30-94;2.089536825;4.157329995;30;94
2530;30-95;2.993841689;2.294199124;30;95
2531;30-96;4.649364448;2.900666125;30;96
2532;30-97;2.675307557;3.541347593;30;97
2533;30-98;5.802526313;3.303066935;30;98
2534;30-99;5.614935081;4.528153916;30;99
2535;30-100;2.332304419;3.789938979;30;100
2536;31-32;2.354182293;1.255237928;31;32
2537;31-33;0.62560701;0.040317725;31;33
2538;31-34;0.919997941;0.133093082;31;34
2539;31-35;3.347514759;1.683378675;31;35
2540;31-36;2.669086823;2.097122063;31;36
2541;31-37;5.086466272;1.235754686;31;37
2542;31-38;3.379597745;0.39292905;31;38
2543;31-39;3.836638073;0.547952503;31;39
2544;31-40;0.882581867;0.703363018;31;40
2545;31-41;2.821140933;0.701868348;31;41
2546;31-42;1.63186141;0.904585162;31;42
2547;31-43;2.921423838;0.901373733;31;43
2548;31-44;0.947008496;0.537997622;31;44
2549;31-45;0.548268551;0.757785702;31;45
2550;31-46;3.626304567;1.360548165;31;46
2551;31-47;3.326051675;0.307164119;31;47
2552;31-48;2.717455509;1.006646444;31;48
2553;31-49;1.945679788;0.988000462;31;49
2554;31-50;4.69649379;2.275477471;31;50
2555;31-51;2.445027919;1.308892558;31;51
2556;31-52;3.877944684;3.516917137;31;52
2557;31-53;1.155130664;1.467158074;31;53
2558;31-54;0.989719076;0.422506685;31;54
2559;31-55;2.652410802;1.45729537;31;55
2560;31-56;4.772957749;0.881572829;31;56
2561;31-57;2.594496656;0.172446801;31;57
2562;31-58;2.221025813;0.177541453;31;58
2563;31-59;1.670831126;0.502068372;31;59
2564;31-60;3.580853134;1.253834086;31;60
2565;31-61;3.54550748;3.137437805;31;61
2566;31-62;1.596533896;0.501319789;31;62
2567;31-63;1.649017766;0.573675166;31;63
2568;31-64;1.423508167;0.640995198;31;64
2569;31-65;2.071687275;0.182304511;31;65
2570;31-66;3.002403723;0.783546824;31;66
2571;31-67;4.13336996;1.338874197;31;67
2572;31-68;1.79729599;0.311316175;31;68
2573;31-69;-0.985428699;0.074395043;31;69
2574;31-70;3.194173941;0.015848098;31;70
2575;31-71;4.303752537;0.455184437;31;71
2576;31-72;3.677269577;1.23565372;31;72
2577;31-73;3.859258517;2.055027325;31;73
2578;31-74;0.96234449;0.200570871;31;74
2579;31-75;1.263051109;1.726824093;31;75
2580;31-76;1.35811244;0.207650707;31;76
2581;31-77;2.357547812;0.255448219;31;77
2582;31-78;2.372237971;0.806697939;31;78
2583;31-79;1.303211264;0.982801058;31;79
2584;31-80;3.002386757;1.18705043;31;80
2585;31-81;2.761891013;0.772141673;31;81
2586;31-82;2.205635244;1.671311424;31;82
2587;31-83;2.023242788;0.553051181;31;83
2588;31-84;2.466624745;1.274589762;31;84
2589;31-85;3.603369388;0.902615597;31;85
2590;31-86;-0.012645904;0.124889582;31;86
2591;31-87;3.35404493;1.695627833;31;87
2592;31-88;2.303801027;2.830469283;31;88
2593;31-89;2.091197601;1.32054658;31;89
2594;31-90;3.595295516;0.223880236;31;90
2595;31-91;2.816363806;0.67142073;31;91
2596;31-92;4.657495858;2.919207221;31;92
2597;31-93;2.441582358;0.566018781;31;93
2598;31-94;2.075050713;0.059825674;31;94
2599;31-95;5.957037215;1.922956545;31;95
2600;31-96;5.529649101;1.316489543;31;96
2601;31-97;-0.489110808;0.675808076;31;97
2602;31-98;4.741972369;0.914088733;31;98
2603;31-99;1.473505729;0.310998247;31;99
2604;31-100;-1.087370109;0.42721669;31;100
2605;32-33;-0.47631265;1.295555653;32;33
2606;32-34;0.084255291;1.122144846;32;34
2607;32-35;0.194790142;0.428140747;32;35
2608;32-36;-0.4792187;0.841884135;32;36
2609;32-37;1.383712996;0.019483242;32;37
2610;32-38;-1.063858487;0.862308878;32;38
2611;32-39;0.202352749;0.707285425;32;39
2612;32-40;0.119910623;1.958600947;32;40
2613;32-41;0.937012661;1.957106277;32;41
2614;32-42;-3.090537461;0.350652767;32;42
2615;32-43;-1.152239193;0.353864195;32;43
2616;32-44;-2.243806387;0.717240307;32;44
2617;32-45;-1.385559388;0.497452226;32;45
2618;32-46;-1.911183003;0.105310236;32;46
2619;32-47;0.029531338;0.94807381;32;47
2620;32-48;-0.98989692;0.248591485;32;48
2621;32-49;0.663275699;0.267237466;32;49
2622;32-50;-2.601015755;1.020239542;32;50
2623;32-51;-2.698328201;0.05365463;32;51
2624;32-52;0.123107919;2.261679208;32;52
2625;32-53;-1.958875799;0.211920146;32;53
2626;32-54;1.068107148;1.677744613;32;54
2627;32-55;1.856506371;2.712533298;32;55
2628;32-56;-1.223252557;0.3736651;32;56
2629;32-57;0.645269345;1.082791127;32;57
2630;32-58;0.82933737;1.077696476;32;58
2631;32-59;-1.146095085;0.753169556;32;59
2632;32-60;-0.311097189;0.001403842;32;60
2633;32-61;-0.849082597;1.882199876;32;61
2634;32-62;-1.259406455;0.75391814;32;62
2635;32-63;-1.023355186;1.828913095;32;63
2636;32-64;-1.305331032;0.61424273;32;64
2637;32-65;-0.74258727;1.072933417;32;65
2638;32-66;-3.072110913;0.471691104;32;66
2639;32-67;-2.173106389;0.083636268;32;67
2640;32-68;1.841971946;1.566554104;32;68
2641;32-69;-1.174971922;1.329632971;32;69
2642;32-70;1.036175695;1.271086027;32;70
2643;32-71;1.444877118;0.800053491;32;71
2644;32-72;-3.065835045;0.019584209;32;72
2645;32-73;-1.550774127;0.799789397;32;73
2646;32-74;-1.495250661;1.4558088;32;74
2647;32-75;-3.211196722;0.471586164;32;75
2648;32-76;-1.996778359;1.047587221;32;76
2649;32-77;-0.023687099;0.99978971;32;77
2650;32-78;-1.368744419;0.44853999;32;78
2651;32-79;-1.825167537;0.27243687;32;79
2652;32-80;-1.54942302;0.068187499;32;80
2653;32-81;-0.608466816;0.483096256;32;81
2654;32-82;-0.068991198;2.926549352;32;82
2655;32-83;-0.56757991;1.80828911;32;83
2656;32-84;-0.413724977;2.529827691;32;84
2657;32-85;0.418393718;0.352622331;32;85
2658;32-86;-0.620211078;1.130348346;32;86
2659;32-87;-4.313172007;0.440389905;32;87
2660;32-88;-2.577412138;1.575231355;32;88
2661;32-89;-4.34108381;0.065308651;32;89
2662;32-90;0.622643076;1.479118164;32;90
2663;32-91;-0.725697092;1.926658658;32;91
2664;32-92;1.215510543;1.663969292;32;92
2665;32-93;-1.503916545;0.689219147;32;93
2666;32-94;-1.990409671;1.195412255;32;94
2667;32-95;-0.621509811;0.667718616;32;95
2668;32-96;-0.903964127;0.061251615;32;96
2669;32-97;-1.044927729;0.579429852;32;97
2670;32-98;-1.208854265;0.341149195;32;98
2671;32-99;1.656711844;1.566236176;32;99
2672;32-100;-0.191857915;0.828021239;32;100
2673;33-34;-0.200359935;0.173410807;33;34
2674;33-35;2.933318471;1.7236964;33;35
2675;33-36;2.636910408;2.137439788;33;36
2676;33-37;4.086798792;1.276072411;33;37
2677;33-38;0.192465384;0.433246775;33;38
2678;33-39;1.585763028;0.588270228;33;39
2679;33-40;2.809408391;0.663045293;33;40
2680;33-41;-0.178570883;0.661550623;33;41
2681;33-42;-0.194801676;0.944902886;33;42
2682;33-43;0.670422726;0.941691458;33;43
2683;33-44;-1.097202177;0.578315347;33;44
2684;33-45;-1.449081941;0.798103427;33;45
2685;33-46;0.026085381;1.40086589;33;46
2686;33-47;1.240906733;0.347481843;33;47
2687;33-48;0.612441978;1.046964169;33;48
2688;33-49;1.874906063;1.028318187;33;49
2689;33-50;0.10742547;2.315795196;33;50
2690;33-51;-0.366002421;1.349210283;33;51
2691;33-52;2.894088677;3.557234862;33;52
2692;33-53;1.504112653;1.507475799;33;53
2693;33-54;1.601215387;0.38218896;33;54
2694;33-55;1.259048416;1.416977645;33;55
2695;33-56;1.620084164;0.921890554;33;56
2696;33-57;0.636338026;0.212764526;33;57
2697;33-58;2.77325925;0.217859178;33;58
2698;33-59;0.83612778;0.542386097;33;59
2699;33-60;2.039599022;1.294151811;33;60
2700;33-61;3.622407905;3.17775553;33;61
2701;33-62;-0.781793748;0.541637514;33;62
2702;33-63;1.071203812;0.533357441;33;63
2703;33-64;1.458325354;0.681312923;33;64
2704;33-65;0.67674686;0.222622236;33;65
2705;33-66;0.717919213;0.823864549;33;66
2706;33-67;3.070615383;1.379191922;33;67
2707;33-68;0.975358803;0.27099845;33;68
2708;33-69;-1.231227681;0.034077318;33;69
2709;33-70;-1.43648132;0.024469627;33;70
2710;33-71;1.143150395;0.495502162;33;71
2711;33-72;0.724728724;1.275971445;33;72
2712;33-73;0.067121932;2.09534505;33;73
2713;33-74;-1.055624933;0.160253146;33;74
2714;33-75;1.596722472;1.767141818;33;75
2715;33-76;0.078062517;0.247968432;33;76
2716;33-77;2.469500682;0.295765943;33;77
2717;33-78;1.766178334;0.847015664;33;78
2718;33-79;1.619008661;1.023118783;33;79
2719;33-80;0.574527978;1.227368154;33;80
2720;33-81;-0.081869746;0.812459398;33;81
2721;33-82;1.910038714;1.630993699;33;82
2722;33-83;0.025202952;0.512733456;33;83
2723;33-84;0.874925066;1.234272037;33;84
2724;33-85;2.575000465;0.942933322;33;85
2725;33-86;-0.391047448;0.165207307;33;86
2726;33-87;1.215797661;1.735945558;33;87
2727;33-88;2.225583448;2.870787008;33;88
2728;33-89;0.304430549;1.360864305;33;89
2729;33-90;1.110586764;0.183562511;33;90
2730;33-91;1.12167582;0.631103005;33;91
2731;33-92;2.786253951;2.959524945;33;92
2732;33-93;2.611999764;0.606336506;33;93
2733;33-94;-0.447473485;0.100143399;33;94
2734;33-95;0.795045861;1.96327427;33;95
2735;33-96;3.289374442;1.356807268;33;96
2736;33-97;-1.502806725;0.716125801;33;97
2737;33-98;1.300075519;0.954406458;33;98
2738;33-99;-0.077744258;0.270680522;33;99
2739;33-100;-1.808250326;0.467534415;33;100
2740;34-35;2.635543403;1.550285593;34;35
2741;34-36;-0.773696361;1.964028981;34;36
2742;34-37;1.576377257;1.102661604;34;37
2743;34-38;-0.525147656;0.259835968;34;38
2744;34-39;0.724986567;0.414859421;34;39
2745;34-40;0.953540475;0.8364561;34;40
2746;34-41;1.91010494;0.834961431;34;41
2747;34-42;-1.163425432;0.771492079;34;42
2748;34-43;0.827003919;0.768280651;34;43
2749;34-44;-2.930712902;0.404904539;34;44
2750;34-45;-0.786595432;0.62469262;34;45
2751;34-46;-1.568138124;1.227455082;34;46
2752;34-47;0.32060487;0.174071036;34;47
2753;34-48;1.800077476;0.873553361;34;48
2754;34-49;1.783343748;0.85490738;34;49
2755;34-50;0.626248462;2.142384388;34;50
2756;34-51;-1.250049372;1.175799476;34;51
2757;34-52;0.914576852;3.383824054;34;52
2758;34-53;-0.10354082;1.334064992;34;53
2759;34-54;-0.043385934;0.555599767;34;54
2760;34-55;0.458831138;1.590388452;34;55
2761;34-56;1.094194802;0.748479746;34;56
2762;34-57;-1.237185546;0.039353719;34;57
2763;34-58;-0.331034843;0.04444837;34;58
2764;34-59;-1.283049473;0.36897529;34;59
2765;34-60;0.760157739;1.120741004;34;60
2766;34-61;2.13169304;3.004344722;34;61
2767;34-62;-0.478881238;0.368226706;34;62
2768;34-63;-1.781479322;0.706768249;34;63
2769;34-64;-0.842245886;0.507902116;34;64
2770;34-65;-0.511643757;0.049211429;34;65
2771;34-66;-0.561044991;0.650453742;34;66
2772;34-67;1.675061217;1.205781114;34;67
2773;34-68;-0.358508003;0.444409258;34;68
2774;34-69;-2.101289122;0.207488125;34;69
2775;34-70;-2.0663675;0.14894118;34;70
2776;34-71;-0.145031371;0.322091355;34;71
2777;34-72;-0.831632492;1.102560637;34;72
2778;34-73;-0.175743067;1.921934243;34;73
2779;34-74;-0.527614604;0.333663954;34;74
2780;34-75;-0.597685895;1.59373101;34;75
2781;34-76;-1.016497486;0.074557625;34;76
2782;34-77;1.154371869;0.122355136;34;77
2783;34-78;-0.293549245;0.673604856;34;78
2784;34-79;1.125172045;0.849707976;34;79
2785;34-80;0.359021254;1.053957347;34;80
2786;34-81;-0.039154385;0.639048591;34;81
2787;34-82;-0.050631611;1.804404506;34;82
2788;34-83;0.421989703;0.686144264;34;83
2789;34-84;0.954051818;1.407682845;34;84
2790;34-85;1.112100925;0.769522515;34;85
2791;34-86;-1.138859293;0.0082035;34;86
2792;34-87;-0.184393108;1.562534751;34;87
2793;34-88;-0.147595956;2.697376201;34;88
2794;34-89;-1.205982288;1.187453497;34;89
2795;34-90;1.013603072;0.356973318;34;90
2796;34-91;-2.113654059;0.804513812;34;91
2797;34-92;1.003300334;2.786114138;34;92
2798;34-93;-0.323684509;0.432925699;34;93
2799;34-94;-2.103262909;0.073267409;34;94
2800;34-95;2.404984977;1.789863462;34;95
2801;34-96;2.03987957;1.183396461;34;96
2802;34-97;-2.368686125;0.542714994;34;97
2803;34-98;2.242184046;0.780995651;34;98
2804;34-99;1.614002768;0.44409133;34;99
2805;34-100;-0.247561241;0.294123607;34;100
2806;35-36;1.110798351;0.413743388;35;36
2807;35-37;4.58147573;0.447623989;35;37
2808;35-38;1.814062397;1.290449625;35;38
2809;35-39;3.517178329;1.135426172;35;39
2810;35-40;4.155050559;2.386741693;35;40
2811;35-41;3.562252065;2.385247024;35;41
2812;35-42;-0.703893286;0.778793514;35;42
2813;35-43;1.493669983;0.782004942;35;43
2814;35-44;0.809735984;1.145381053;35;44
2815;35-45;0.695268632;0.925592973;35;45
2816;35-46;-0.25809514;0.32283051;35;46
2817;35-47;3.313713697;1.376214557;35;47
2818;35-48;3.457938913;0.676732232;35;48
2819;35-49;3.684804595;0.695378213;35;49
2820;35-50;1.628665952;0.592098796;35;50
2821;35-51;-2.724336683;0.374486117;35;51
2822;35-52;3.035431973;1.833538462;35;52
2823;35-53;-1.70278351;0.216220601;35;53
2824;35-54;2.213085587;2.10588536;35;54
2825;35-55;4.38851618;3.140674045;35;55
2826;35-56;2.101396321;0.801805846;35;56
2827;35-57;2.415245116;1.510931874;35;57
2828;35-58;2.134848915;1.505837223;35;58
2829;35-59;0.176834162;1.181310303;35;59
2830;35-60;1.41561629;0.429544589;35;60
2831;35-61;2.917132261;1.45405913;35;61
2832;35-62;1.358804774;1.182058886;35;62
2833;35-63;2.211118354;2.257053842;35;63
2834;35-64;1.358725211;1.042383477;35;64
2835;35-65;2.214566537;1.501074164;35;65
2836;35-66;2.153697068;0.899831851;35;66
2837;35-67;1.401818365;0.344504478;35;67
2838;35-68;3.244323189;1.994694851;35;68
2839;35-69;1.082165904;1.757773718;35;69
2840;35-70;2.789324589;1.699226773;35;70
2841;35-71;4.053548288;1.228194238;35;71
2842;35-72;-1.04671623;0.447724955;35;72
2843;35-73;0.291268142;0.37164865;35;73
2844;35-74;4.195079096;1.883949546;35;74
2845;35-75;-0.16440384;0.043445418;35;75
2846;35-76;-0.617091757;1.475727968;35;76
2847;35-77;5.325772525;1.427930457;35;77
2848;35-78;0.575739505;0.876680736;35;78
2849;35-79;2.372641748;0.700577617;35;79
2850;35-80;-0.016041496;0.496328246;35;80
2851;35-81;-1.047984348;0.911237002;35;81
2852;35-82;2.117431768;3.354690099;35;82
2853;35-83;3.610004712;2.236429856;35;83
2854;35-84;2.554288506;2.957968437;35;84
2855;35-85;1.406912646;0.780763078;35;85
2856;35-86;1.760480982;1.558489093;35;86
2857;35-87;0.061375951;0.012249158;35;87
2858;35-88;0.310907854;1.147090608;35;88
2859;35-89;1.643254619;0.362832095;35;89
2860;35-90;4.813978104;1.907258911;35;90
2861;35-91;2.602669274;2.354799405;35;91
2862;35-92;0.897820603;1.235828545;35;92
2863;35-93;2.475527657;1.117359894;35;93
2864;35-94;2.158361629;1.623553001;35;94
2865;35-95;1.126457087;0.239577869;35;95
2866;35-96;2.248968945;0.366889132;35;96
2867;35-97;0.251382592;1.007570599;35;97
2868;35-98;2.966510219;0.769289942;35;98
2869;35-99;1.993644087;1.994376923;35;99
2870;35-100;-0.105393099;1.256161985;35;100
2871;36-37;5.336439302;0.861367377;36;37
2872;36-38;2.122147102;1.704193013;36;38
2873;36-39;2.44503829;1.54916956;36;39
2874;36-40;2.052023991;2.800485081;36;40
2875;36-41;4.528734437;2.798990412;36;41
2876;36-42;-1.293217648;1.192536902;36;42
2877;36-43;1.592155716;1.19574833;36;43
2878;36-44;2.246259283;1.559124441;36;44
2879;36-45;0.007707717;1.339336361;36;45
2880;36-46;-0.355443053;0.736573898;36;46
2881;36-47;2.601017123;1.789957945;36;47
2882;36-48;0.838329107;1.09047562;36;48
2883;36-49;3.744762643;1.109121601;36;49
2884;36-50;-1.956629097;0.178355408;36;50
2885;36-51;-0.979714225;0.788229505;36;51
2886;36-52;1.550053571;1.419795074;36;52
2887;36-53;-0.518225903;0.629963989;36;53
2888;36-54;2.059111501;2.519628748;36;54
2889;36-55;3.100684337;3.554417433;36;55
2890;36-56;2.672774657;1.215549234;36;56
2891;36-57;3.219499537;1.924675262;36;57
2892;36-58;3.617866031;1.919580611;36;58
2893;36-59;3.533328178;1.595053691;36;59
2894;36-60;1.484460193;0.843287977;36;60
2895;36-61;3.30536432;1.040315742;36;61
2896;36-62;1.726325324;1.595802274;36;62
2897;36-63;3.679853057;2.67079723;36;63
2898;36-64;1.132075487;1.456126865;36;64
2899;36-65;0.88955567;1.914817552;36;65
2900;36-66;1.754193572;1.313575239;36;66
2901;36-67;0.145514615;0.758247866;36;67
2902;36-68;3.025788313;2.408438239;36;68
2903;36-69;2.749167846;2.171517106;36;69
2904;36-70;3.15894804;2.112970161;36;70
2905;36-71;4.420927202;1.641937626;36;71
2906;36-72;-1.565319146;0.861468343;36;72
2907;36-73;1.100932179;0.042094738;36;73
2908;36-74;3.130923667;2.297692934;36;74
2909;36-75;-1.994734609;0.37029797;36;75
2910;36-76;0.852388114;1.889471356;36;76
2911;36-77;1.840947907;1.841673845;36;77
2912;36-78;2.69537223;1.290424124;36;78
2913;36-79;-0.096016778;1.114321005;36;79
2914;36-80;0.736514409;0.910071634;36;80
2915;36-81;0.563070729;1.32498039;36;81
2916;36-82;4.409989895;3.768433487;36;82
2917;36-83;3.343401108;2.650173244;36;83
2918;36-84;3.862344927;3.371711825;36;84
2919;36-85;2.650308417;1.194506466;36;85
2920;36-86;1.869721809;1.972232481;36;86
2921;36-87;-0.345817286;0.40149423;36;87
2922;36-88;1.257296497;0.73334722;36;88
2923;36-89;0.955420667;0.776575483;36;89
2924;36-90;2.912764537;2.321002299;36;90
2925;36-91;3.112601632;2.768542793;36;91
2926;36-92;4.461185788;0.822085157;36;92
2927;36-93;2.42193261;1.531103282;36;93
2928;36-94;2.498805259;2.037296389;36;94
2929;36-95;0.949314644;0.174165519;36;95
2930;36-96;2.1885566;0.78063252;36;96
2931;36-97;1.388283405;1.421313987;36;97
2932;36-98;0.456848244;1.18303333;36;98
2933;36-99;1.821487255;2.408120311;36;99
2934;36-100;1.699271284;1.669905373;36;100
2935;37-38;3.065623916;0.842825636;37;38
2936;37-39;3.690901083;0.687802183;37;39
2937;37-40;4.403694344;1.939117704;37;40
2938;37-41;7.08951075;1.937623034;37;41
2939;37-42;4.426490619;0.331169524;37;42
2940;37-43;1.732184098;0.334380953;37;43
2941;37-44;4.454177286;0.697757064;37;44
2942;37-45;2.595392279;0.477968984;37;45
2943;37-46;0.815721797;0.124793479;37;46
2944;37-47;2.739140578;0.928590567;37;47
2945;37-48;4.09710553;0.229108242;37;48
2946;37-49;3.850228217;0.247754224;37;49
2947;37-50;2.886311267;1.039722785;37;50
2948;37-51;1.880162938;0.073137872;37;51
2949;37-52;4.564462146;2.281162451;37;52
2950;37-53;2.255408478;0.231403388;37;53
2951;37-54;5.509621681;1.658261371;37;54
2952;37-55;5.598876401;2.693050056;37;55
2953;37-56;1.664926699;0.354181857;37;56
2954;37-57;4.27966548;1.063307885;37;57
2955;37-58;4.380654733;1.058213233;37;58
2956;37-59;3.139556189;0.733686314;37;59
2957;37-60;3.716333274;0.0180794;37;60
2958;37-61;2.611268457;1.901683119;37;61
2959;37-62;3.111538698;0.734434897;37;62
2960;37-63;3.129281666;1.809429852;37;63
2961;37-64;4.339203745;0.594759488;37;64
2962;37-65;3.567825117;1.053450175;37;65
2963;37-66;3.141944333;0.452207862;37;66
2964;37-67;4.494981651;0.103119511;37;67
2965;37-68;6.700940242;1.547070861;37;68
2966;37-69;4.13930054;1.310149729;37;69
2967;37-70;3.43258691;1.251602784;37;70
2968;37-71;3.924355991;0.780570249;37;71
2969;37-72;2.593792442;0.000100966;37;72
2970;37-73;2.124931692;0.819272639;37;73
2971;37-74;3.278690586;1.436325557;37;74
2972;37-75;1.113108756;0.491069407;37;75
2973;37-76;3.031973178;1.028103979;37;76
2974;37-77;5.561712007;0.980306467;37;77
2975;37-78;4.252776505;0.429056747;37;78
2976;37-79;2.608911625;0.252953628;37;79
2977;37-80;0.104296675;0.048704256;37;80
2978;37-81;3.979124898;0.463613013;37;81
2979;37-82;5.519539848;2.90706611;37;82
2980;37-83;4.732835525;1.788805867;37;83
2981;37-84;4.7580798;2.510344448;37;84
2982;37-85;4.106614362;0.333139088;37;85
2983;37-86;1.290851467;1.110865104;37;86
2984;37-87;1.847490442;0.459873147;37;87
2985;37-88;3.605635385;1.594714597;37;88
2986;37-89;1.275465695;0.084791894;37;89
2987;37-90;5.836826681;1.459634922;37;90
2988;37-91;5.151643844;1.907175416;37;91
2989;37-92;4.116566704;1.683452535;37;92
2990;37-93;3.472285329;0.669735905;37;93
2991;37-94;2.709393991;1.175929012;37;94
2992;37-95;2.47918182;0.687201859;37;95
2993;37-96;3.819189708;0.080734857;37;96
2994;37-97;3.32732715;0.55994661;37;97
2995;37-98;3.686729214;0.321665952;37;98
2996;37-99;4.974856815;1.546752933;37;99
2997;37-100;3.505861103;0.808537996;37;100
2998;38-39;1.163191893;0.155023453;38;39
2999;38-40;2.072639087;1.096292068;38;40
3000;38-41;2.798590799;1.094797399;38;41
3001;38-42;-1.016261573;0.511656111;38;42
3002;38-43;0.758812373;0.508444683;38;43
3003;38-44;-0.438754649;0.145068572;38;44
3004;38-45;0.610380767;0.364856652;38;45
3005;38-46;0.54252012;0.967619114;38;46
3006;38-47;2.91282308;0.085764932;38;47
3007;38-48;0.60271169;0.613717393;38;48
3008;38-49;2.11101146;0.595071412;38;49
3009;38-50;1.070258833;1.88254842;38;50
3010;38-51;-0.421315198;0.915963508;38;51
3011;38-52;1.792134185;3.123988087;38;52
3012;38-53;2.153018413;1.074229024;38;53
3013;38-54;1.631475731;0.815435735;38;54
3014;38-55;3.333903492;1.85022442;38;55
3015;38-56;2.295985291;0.488643778;38;56
3016;38-57;1.311641297;0.220482249;38;57
3017;38-58;0.797802218;0.215387598;38;58
3018;38-59;1.665570627;0.109139322;38;59
3019;38-60;1.33092696;0.860905036;38;60
3020;38-61;4.246886878;2.744508755;38;61
3021;38-62;1.229536687;0.108390739;38;62
3022;38-63;-0.738674697;0.966604217;38;63
3023;38-64;0.458105372;0.248066148;38;64
3024;38-65;1.473591698;0.210624539;38;65
3025;38-66;0.829019192;0.390617774;38;66
3026;38-67;-0.05698422;0.945945147;38;67
3027;38-68;2.213524148;0.704245226;38;68
3028;38-69;-0.284881128;0.467324093;38;69
3029;38-70;1.532409422;0.408777148;38;70
3030;38-71;1.753650974;0.062255387;38;71
3031;38-72;-0.805384852;0.842724669;38;72
3032;38-73;2.94067177;1.662098275;38;73
3033;38-74;0.344168244;0.593499921;38;74
3034;38-75;0.190959314;1.333895042;38;75
3035;38-76;0.185346242;0.185278343;38;76
3036;38-77;1.320532407;0.137480832;38;77
3037;38-78;-0.576315149;0.413768889;38;78
3038;38-79;1.6186022;0.589872008;38;79
3039;38-80;-0.749021323;0.794121379;38;80
3040;38-81;-0.874815777;0.379212623;38;81
3041;38-82;-0.083557079;2.064240474;38;82
3042;38-83;1.991726727;0.945980232;38;83
3043;38-84;0.692766388;1.667518813;38;84
3044;38-85;0.725054279;0.509686547;38;85
3045;38-86;-2.199959556;0.268039468;38;86
3046;38-87;0.072008745;1.302698783;38;87
3047;38-88;1.26255505;2.437540233;38;88
3048;38-89;0.879777568;0.92761753;38;89
3049;38-90;2.528432075;0.616809286;38;90
3050;38-91;2.155006893;1.06434978;38;91
3051;38-92;2.917206927;2.52627817;38;92
3052;38-93;1.241870324;0.173089731;38;93
3053;38-94;2.011366697;0.333103377;38;94
